"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"122830",180.09243729405,0.480848148255564,0.178428430117556,2.69490768897513,0.00704081340654944,0.0187755024174652
"100506321",65.5654658367666,0.480323427633997,0.243033253785128,1.97636915999431,0.0481129818122861,0.089810899382934
"729665",2.80467402902896,0.480065126919403,0.722675065513158,0.664289041961782,0.506505333151167,0.60998491734334
"57862",411.058560782882,0.48001182869739,0.138979868696421,3.45382272410905,0.000552700563114923,0.00210849107825267
"55778",117.014215438235,-0.475856371305524,0.214374664477652,-2.21974164934556,0.0264363098811795,0.0543278294805892
"81693",3.68234202063747,0.47533923304985,0.692852212602537,0.686061506918408,0.492674323185692,0.598152023813523
"26037",1056.20474177558,-0.474794036268472,0.117102418631082,-4.05451946952741,5.02374664275109e-05,0.000274468109262499
"122622",192.428804844724,0.473014455550312,0.18099438824314,2.61342056039265,0.00896409201421164,0.0225613102380158
"84837",22.9090586920735,-0.471220787974927,0.39703318770948,-1.18685490926701,0.235284855733375,0.341784998969093
"10001",141.221877652282,0.470904225243499,0.18908488412972,2.49043823577373,0.0127585669344584,0.0296157408634059
"79944",270.31235806466,0.469951575662422,0.149928257618952,3.13450968567126,0.00172141570953501,0.00567054586670355
"51077",177.001949667295,0.468591948501353,0.176040460443726,2.661842324885,0.00777142729919607,0.0201248521967621
"1396",1456.12603877695,-0.466885652297618,0.148183318873893,-3.15073016211053,0.00162862879180377,0.00544496790095588
"283571",1.46861441200196,-0.462294699304538,0.735085613590269,-0.628899125159885,0.529415098841371,NA
"9240",661.513926674837,-0.461015410823631,0.126154835468136,-3.65436179368703,0.000257822497399644,0.00108966489467019
"55837",196.35601758628,0.458566988712574,0.168414853904732,2.72284170950844,0.00647230606453007,0.0174674284151173
"394",736.627442642957,0.45791169940337,0.151878061887233,3.01499567293243,0.00256982921907283,0.00793988613892847
"84932",117.733342402507,0.457445244465456,0.200658548604319,2.27971969122281,0.0226243186713669,0.0478098809659073
"4860",2170.52904214006,0.457438469456008,0.109606496550986,4.17346128058406,3.00006665753648e-05,0.000181625657104911
"9556",1303.36747214995,0.456100989923994,0.117373605919156,3.88589058291473,0.000101955423490575,0.000491140104556747
"23256",207.911052690631,-0.455900886141015,0.205364918351304,-2.21995504295985,0.0264218195193125,0.0543278294805892
"5706",58.173144324597,0.45437151094867,0.27546597101963,1.64946512001764,0.0990523832734922,0.166200253582489
"4901",14.2477103398457,-0.453748095732424,0.461455892390623,-0.983296785705199,0.325461391638011,0.435426059052633
"56948",417.949792978999,-0.453567892704231,0.159237559293803,-2.84837254926378,0.00439434503770809,0.0127010746896337
"9692",542.69428326241,0.453464706492158,0.129965726785914,3.48910991925686,0.000484631819716128,0.00188795700202457
"4140",794.24177471666,0.452621067745769,0.120691328701293,3.75023684481917,0.00017666762363128,0.000767546272383669
"100128927",236.11803724886,-0.452487280292052,0.17063611834376,-2.65176730860978,0.00800717032935643,0.0206161626870786
"2530",216.210938823447,-0.451305618754248,0.175162429365784,-2.57649782769229,0.00998068326332107,0.024567835725098
"55449",142.102111688682,-0.450770600045154,0.188734369318723,-2.38838639550553,0.0169225393206675,0.0377178985853684
"84962",577.320321451022,0.447774003821377,0.137084921208361,3.2663986664207,0.00108924784061333,0.0037537156353444
"53981",1048.85142573759,0.447650389958641,0.143948679022462,3.10979157987818,0.00187219397621029,0.00600294730621031
"4329",246.960164683757,0.447643191637371,0.167157558369469,2.67797158563387,0.00740695015679091,0.019519492177896
"317749",82.7580300559427,-0.443834646715034,0.232039629374233,-1.9127536443321,0.0557795981137979,0.100358473714785
"112399",294.78949478351,-0.443731855564627,0.155768787349169,-2.84865705842573,0.00439041772330522,0.0127010746896337
"51635",802.41807128455,-0.442329115856746,0.128117489223321,-3.45252719623412,0.000555361489361194,0.00210849107825267
"81542",601.231714145266,-0.441494806109607,0.127962298902718,-3.45019439237528,0.000560183021030795,0.00210892431446887
"57062",2348.41650548263,0.440373505453721,0.110214277000663,3.99561216058308,6.45272980965176e-05,0.000348291922255902
"8487",57.715584578397,0.439871654347625,0.272226656660104,1.61582873530581,0.106131346932452,0.176754064779698
"79789",21.9986173193528,0.439062473021326,0.386454643552366,1.1361293759738,0.255902422323076,0.360516620128108
"11161",715.105508913183,0.438492219432314,0.12412329240078,3.53271502029185,0.00041131559174112,0.00164526236696448
"4287",70.2822404296889,0.438267727378813,0.240794327519911,1.82009157729255,0.0687450600642271,0.119835746726746
"3958",846.778110957202,-0.437483576782368,0.123386351975692,-3.54563993324445,0.00039166097558298,0.00158075781136194
"1690",0.242997164174289,-0.437250728136416,0.495337480560693,-0.882732975589639,0.377380561070803,NA
"9766",896.296524424026,0.434938646371191,0.131684570370554,3.3028823737458,0.000956965201150858,0.0034249628742119
"145216",0.253504571050542,0.432632259412664,0.496857294270321,0.870737462047373,0.383897518706941,NA
"1113",0.371979067831239,0.431595071618149,0.579135247661963,0.745240551944556,0.456126312029222,NA
"4707",178.791345472213,0.428691703319275,0.172375374568477,2.48696604368495,0.0128837695670494,0.0297522101342171
"10038",444.471305216434,0.423792413470318,0.133689117766327,3.16998436784553,0.0015244713883889,0.00513506151878366
"7127",2015.20487712645,-0.420473749742107,0.137867534887832,-3.04983874618634,0.00228964264157115,0.00722366129171743
"9321",350.524805417528,-0.419944221263059,0.162687972847247,-2.5812862125792,0.0098432936930397,0.0243635114612253
"51218",227.670681076639,0.419476863683742,0.162227518206043,2.58573186794962,0.0097172490168919,0.0241851531087087
"145200",0.247775729041724,-0.419412921727983,0.486431191550976,-0.862224563335862,0.388563955265745,NA
"84502",0.247775729041724,-0.419412921727983,0.486431191550976,-0.862224563335862,0.388563955265745,NA
"51199",708.409056056689,0.418832165333009,0.129415165536475,3.23634532009283,0.00121070822841957,0.00410907035099974
"328",2347.23082623196,0.418059812456214,0.105694020476213,3.95537808641027,7.64137078935848e-05,0.000393486679727885
"441687",0.267502439490617,0.4178399740206,0.492348268582714,0.84866749957993,0.396066335680888,NA
"196913",0.258932569471319,-0.415152415296038,0.484339485121617,-0.857151704639143,0.391361049284835,NA
